Bank,Lånenavn,Nominell rente,Etableringsgebyr,Etableringsgebyr i %,Termingebyr,Min beløp,Maks beløp,Min alder,Maks alder,Maks løpetid (år),Belaningsgrad
SpareBank 1 Østfold Akershus,Caravanlån inntil 65%,6.85,4599.0,0.0,95.0,50000.0,3000000.0,18,100,10,65.0
Grong Sparebank,Eika MC/ATV over 35 % Egenkapital,7.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,65.0
Odal Sparebank,Eika Båtlån,9.15,3800.0,0.0,85.0,0.0,1000000000.0,18,100,10,80.0
Ørland Sparebank,Grønt billån  65%,6.65,2000.0,0.0,85.0,50000.0,1000000.0,18,100,10,65.0
Sparebanken Møre,Forbrukslån,13.85,1500.0,0.0,50.0,50000.0,100000.0,18,100,5,0.0
SpareBank 1 SMN,Billån inntil 100 % finansiering,8.6,2990.0,0.0,95.0,30000.0,1000000000.0,18,100,10,100.0
Oslofjord Sparebank,Eika MC/ATV med 20 % til 35 % Egenkapital,8.85,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,80.0
Oppdalsbanken,Eika Båtlån,9.15,3800.0,0.0,85.0,0.0,1000000000.0,18,100,10,80.0
Romerike Sparebank,Eika Billån under 20% Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,100.0
Sparebanken DIN Telemark,Caravanlån 65 %,6.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
Oslofjord Sparebank,Eika Billån 20%-35% Egenkapital,7.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Kvinesdal Sparebank,Eika MC/ATV lån under 20 % Egenkapital,9.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,100.0
SpareBank 1 Nordmøre,Billån mellom 65 % og 80 % finansiering,7.7,2990.0,0.0,95.0,50000.0,1000000000.0,18,100,10,80.0
Ørskog Sparebank,Eika Båtlån,9.15,3800.0,0.0,85.0,0.0,1000000000.0,18,100,10,80.0
Søgne og Greipstad Sparebank,Fritidslån 65%,7.75,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,65.0
Sparebanken Vest,Caravanlån 100%,8.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,8,100.0
Grue Sparebank,Eika MC/ATV over 35 % Egenkapital,7.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,65.0
Flekkefjord Sparebank,Fritidslån 100%,9.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,100.0
Romsdal Sparebank,Eika Billån 35% Egenkapital,6.85,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,65.0
NORDirekte (Skagerrak Sparebank),Grønt Billån 20%-35% Egenkapital,7.25,2500.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
SpareBank 1 Finans Midt-Norge AS,Billån inntil 100 % finansiering,8.6,2990.0,0.0,95.0,30000.0,1000000000.0,18,100,10,100.0
Spareskillingsbanken,Fritidslån 65%,7.75,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,65.0
SpareBank 1 Sogn og Fjordane,Billån inntil 65 % finansiering,6.9,2990.0,0.0,95.0,30000.0,1000000000.0,18,100,10,65.0
Aurskog Sparebank,Eika MC/ATV lån under 20 % Egenkapital,9.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,100.0
Rørosbanken Røros Sparebank,Eika Billån under 20% Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,100.0
Sparebanken DIN Telemark,Caravanlån 80 %,7.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,80.0
SpareBank 1 Gudbrandsdal,Billån mellom 65 % og 80 % finansiering,7.7,2990.0,0.0,95.0,50000.0,1000000000.0,18,100,10,80.0
Rogaland Sparebank,Grønt Billån 35% Egenkapital,6.65,2500.0,0.0,85.0,40000.0,1000000000.0,18,70,10,65.0
Vekselbanken,Eika Billån 35% Egenkapital,6.85,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,65.0
Voss Sparebank,Grønt billån  65%,6.65,2000.0,0.0,85.0,50000.0,1000000.0,18,100,10,65.0
Jæren Sparebank,Eika Båtlån,9.15,3800.0,0.0,85.0,0.0,1000000000.0,18,100,10,80.0
Voss Sparebank,Fritidslån 65%,7.75,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,65.0
SpareBank 1 Hallingdal Valdres,Billån mellom 65 % og 80 % finansiering,7.7,2990.0,0.0,95.0,50000.0,1000000000.0,18,100,10,80.0
Rogaland Sparebank,Grønt Billån 20%-35% Egenkapital,7.25,2500.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Evje og Hornnes Sparebank,Eika Caravanlån 35 % Egenkapital,6.85,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,65.0
Sparebank 68° Nord,Caravanlån 65 %,6.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
SpareBank 1 Gudbrandsdal,Billån inntil 65 % finansiering,6.9,2990.0,0.0,95.0,30000.0,1000000000.0,18,100,10,65.0
Agder Sparebank,Eika MC/ATV over 35 % Egenkapital,7.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,65.0
Valle Sparebank,Eika Billån 20%-35% Egenkapital,7.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Søgne og Greipstad Sparebank,Caravanlån 100%,8.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,8,100.0
Kredittbanken ASA - Del av SpareBank 1 og Eika,Coop Refinansiering,12.9,290.0,0.0,49.0,0.0,1000000000.0,18,100,10,0.0
SpareBank 1 Nordmøre,Billån inntil 100 % finansiering,8.6,2990.0,0.0,95.0,30000.0,1000000000.0,18,100,10,100.0
Haltdalen Sparebank,Grønt Billån under 20% Egenkapital,8.25,2500.0,0.0,85.0,40000.0,1000000000.0,18,70,10,100.0
Grue Sparebank,Eika MC/ATV lån under 20 % Egenkapital,9.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,100.0
SpareBank 1 Lom og Skjåk,Billån mellom 65 % og 80 % finansiering,7.7,2990.0,0.0,95.0,50000.0,1000000000.0,18,100,10,80.0
Evje og Hornnes Sparebank,Eika Billån under 20% Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,100.0
Sparebanken DIN Telemark,Grønt billån  65%,6.65,2000.0,0.0,85.0,50000.0,1000000.0,18,100,10,65.0
Søgne og Greipstad Sparebank,Forbrukslån,16.5,1000.0,0.0,65.0,65000.0,100000.0,18,100,5,0.0
Tinn Sparebank,Grønt Billån 35% Egenkapital,6.65,2500.0,0.0,85.0,40000.0,1000000000.0,18,70,10,65.0
Trøgstad Sparebank,Eika Caravanlån 35 % Egenkapital,6.85,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,65.0
Luster Sparebank,Fritidslån 65%,7.75,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,65.0
Selbu Sparebank,Grønt billån  65%,6.65,2000.0,0.0,85.0,50000.0,1000000.0,18,100,10,65.0
Birkenes Sparebank,Eika Båtlån,9.15,3800.0,0.0,85.0,0.0,1000000000.0,18,100,10,80.0
Agder Sparebank,Grønt Billån 20%-35% Egenkapital,7.25,2500.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
SpareBank 1 Hallingdal Valdres,Billån LO inntil 100 % finansiering,8.3,2690.0,0.0,95.0,30000.0,1000000000.0,18,100,10,100.0
SpareBank 1 Finans Midt-Norge AS,Billån LO inntil 100 % finansiering,8.3,2690.0,0.0,95.0,30000.0,1000000000.0,18,100,10,100.0
Drangedal Sparebank,Caravanlån 80 %,7.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,80.0
Gildeskål Sparebank,Grønt Billån under 20% Egenkapital,8.25,2500.0,0.0,85.0,40000.0,1000000000.0,18,70,10,100.0
SpareBank 1 SMN,Billån LO inntil 100 % finansiering,8.3,2690.0,0.0,95.0,30000.0,1000000000.0,18,100,10,100.0
SpareBank 1 Sogn og Fjordane,Billån inntil 100 % finansiering,8.6,2990.0,0.0,95.0,30000.0,1000000000.0,18,100,10,100.0
Sparebanken Sør,Fritidslån 65%,7.75,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,65.0
Hegra Sparebank,Eika MC/ATV lån under 20 % Egenkapital,9.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,100.0
Birkenes Sparebank,Eika Billån 35% Egenkapital,6.85,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,65.0
Odal Sparebank,Eika Billån under 20% Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,100.0
Sparebanken Vest,Grønt billån  65%,6.65,2000.0,0.0,85.0,50000.0,1000000.0,18,100,10,65.0
SpareBank 1 Gudbrandsdal,Billån inntil 100 % finansiering,8.6,2990.0,0.0,95.0,30000.0,1000000000.0,18,100,10,100.0
Høland og Setskog Sparebank,Eika MC/ATV over 35 % Egenkapital,7.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,65.0
Soknedal Sparebank,Eika Caravanlån 35 % Egenkapital,6.85,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,65.0
Sparebanken Vest,Fritidslån 65%,7.75,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,65.0
SpareBank 1 Hallingdal Valdres,Billån inntil 100 % finansiering,8.6,2990.0,0.0,95.0,30000.0,1000000000.0,18,100,10,100.0
Ørskog Sparebank,Grønt Billån 35% Egenkapital,6.65,2500.0,0.0,85.0,40000.0,1000000000.0,18,70,10,65.0
Marker & Eidsberg Sparebank,Eika Båtlån,9.15,3800.0,0.0,85.0,0.0,1000000000.0,18,100,10,80.0
SpareBank 1 Nordmøre,Billån inntil 65 % finansiering,6.9,2990.0,0.0,95.0,30000.0,1000000000.0,18,100,10,65.0
Grong Sparebank,Grønt Billån under 20% Egenkapital,8.25,2500.0,0.0,85.0,40000.0,1000000000.0,18,70,10,100.0
Rørosbanken Røros Sparebank,Eika Caravanlån 35 % Egenkapital,6.85,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,65.0
Fana Sparebank,Caravanlån 100%,8.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,8,100.0
SpareBank 1 Sogn og Fjordane,Billån mellom 65 % og 80 % finansiering,7.7,2990.0,0.0,95.0,50000.0,1000000000.0,18,100,10,80.0
Rindal Sparebank,Grønt Billån 20%-35% Egenkapital,7.25,2500.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Sparebanken Sør,Caravanlån 65 %,6.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
Spareskillingsbanken,Grønt billån  65%,6.65,2000.0,0.0,85.0,50000.0,1000000.0,18,100,10,65.0
SpareBank 1 Lom og Skjåk,Billån inntil 100 % finansiering,8.6,2990.0,0.0,95.0,30000.0,1000000000.0,18,100,10,100.0
Gildeskål Sparebank,Eika MC/ATV over 35 % Egenkapital,7.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,65.0
Bjugn Sparebank,Eika Billån 20%-35% Egenkapital,7.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Sparebanken Narvik,Eika Caravanlån 35 % Egenkapital,6.85,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,65.0
Sparebank 68° Nord,Grønt billån 100%,8.4,2000.0,0.0,85.0,50000.0,1000000.0,18,100,10,100.0
SpareBank 1 Ringerike Hadeland,Billån inntil 100%,8.85,4599.0,0.0,95.0,50000.0,1000000.0,18,100,8,100.0
Birkenes Sparebank,Grønt Billån 20%-35% Egenkapital,7.25,2500.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
SpareBank 1 Lom og Skjåk,Billån LO mellom 65 - 80 % finansiering,7.4,2690.0,0.0,95.0,30000.0,1000000000.0,18,100,10,80.0
Voss Sparebank,Caravanlån 65 %,6.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
Flekkefjord Sparebank,Grønt billån  65%,6.65,2000.0,0.0,85.0,50000.0,1000000.0,18,100,10,65.0
Trøndelag Sparebank,Eika MC/ATV lån under 20 % Egenkapital,9.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,100.0
SpareBank 1 Ringerike Hadeland,Billån inntil 65%,6.85,4599.0,0.0,95.0,50000.0,1000000.0,18,100,8,65.0
Odal Sparebank,Eika Caravanlån med 20 % - 35 % Egenkapital,7.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
SpareBank 1 Østlandet,Billån inntil 80%,7.85,4599.0,0.0,95.0,50000.0,1000000.0,18,100,8,80.0
Ørland Sparebank,Caravanlån 80 %,7.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,80.0
Rindal Sparebank,Grønt Billån under 20% Egenkapital,8.25,2500.0,0.0,85.0,40000.0,1000000000.0,18,70,10,100.0
Ørland Sparebank,Grønt billån 100%,8.4,2000.0,0.0,85.0,50000.0,1000000.0,18,100,10,100.0
SpareBank 1 Østfold Akershus,Kaskofritt Billån inntil 100%,16.95,4599.0,0.0,95.0,30000.0,100000.0,18,100,5,100.0
Grong Sparebank,Eika Billån 20%-35% Egenkapital,7.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
SpareBank 1 Finans Østlandet AS,Billån inntil 100%,8.85,4599.0,0.0,95.0,50000.0,1000000.0,18,100,8,100.0
Trøgstad Sparebank,Eika Billån 35% Egenkapital,6.85,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,65.0
Luster Sparebank,Grønt billån  65%,6.65,2000.0,0.0,85.0,50000.0,1000000.0,18,100,10,65.0
SpareBank 1 Hallingdal Valdres,Billån LO mellom 65 - 80 % finansiering,7.4,2690.0,0.0,95.0,30000.0,1000000000.0,18,100,10,80.0
SpareBank 1 Østlandet,Billån inntil 65%,6.85,4599.0,0.0,95.0,50000.0,1000000.0,18,100,8,65.0
Bien Sparebank ASA,Grønt Billån 20%-35% Egenkapital,7.25,2500.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Berg Sparebank,Eika Billån under 20% Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,100.0
SpareBank 1 Nordmøre,Billån LO inntil 100 % finansiering,8.3,2690.0,0.0,95.0,30000.0,1000000000.0,18,100,10,100.0
SpareBank 1 Finans Østlandet AS,Billån inntil 80%,7.85,4599.0,0.0,95.0,50000.0,1000000.0,18,100,8,80.0
Haugesund Sparebank,Caravanlån 65 %,6.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
SpareBank 1 Finans Midt-Norge AS,Billån LO mellom 65 - 80 % finansiering,7.4,2690.0,0.0,95.0,30000.0,1000000000.0,18,100,10,80.0
SpareBank 1 Finans Østlandet AS,Billån inntil 65%,6.85,4599.0,0.0,95.0,50000.0,1000000.0,18,100,8,65.0
Skagerrak Sparebank,Eika MC/ATV lån under 20 % Egenkapital,9.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,100.0
Bjugn Sparebank,Grønt Billån under 20% Egenkapital,8.25,2500.0,0.0,85.0,40000.0,1000000000.0,18,70,10,100.0
Bien Sparebank ASA,Eika Båtlån,9.15,3800.0,0.0,85.0,0.0,1000000000.0,18,100,10,80.0
Skudenes & Aakra Sparebank,Caravanlån 100%,8.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,8,100.0
Askim og Spydeberg Sparebank,Grønt billån 100%,8.4,2000.0,0.0,85.0,50000.0,1000000.0,18,100,10,100.0
NORDirekte (Skagerrak Sparebank),Grønt Billån 35% Egenkapital,6.65,2500.0,0.0,85.0,40000.0,1000000000.0,18,70,10,65.0
Oppdalsbanken,Eika Billån 20%-35% Egenkapital,7.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
SpareBank 1 Østlandet,LOfavør Billån inntil 100%,8.55,4599.0,0.0,95.0,50000.0,1000000.0,18,100,10,100.0
SpareBank 1 Lom og Skjåk,Billån LO inntil 100 % finansiering,8.3,2690.0,0.0,95.0,30000.0,1000000000.0,18,100,10,100.0
Kvinesdal Sparebank,Grønt Billån under 20% Egenkapital,8.25,2500.0,0.0,85.0,40000.0,1000000000.0,18,70,10,100.0
Marker & Eidsberg Sparebank,Eika Billån under 20% Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,100.0
SpareBank 1 Østlandet,LOfavør Billån inntil 80%,7.55,4599.0,0.0,95.0,50000.0,1000000.0,18,100,10,80.0
Oppdalsbanken,Eika Caravanlån med 20 % - 35 % Egenkapital,7.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Skudenes & Aakra Sparebank,Caravanlån 65 %,6.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
SpareBank 1 SMN,Billån LO inntil 65 % finansiering,6.6,2690.0,0.0,95.0,30000.0,1000000000.0,18,100,10,65.0
Romerike Sparebank,Eika MC/ATV lån under 20 % Egenkapital,9.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,100.0
Drangedal Sparebank,Grønt billån 100%,8.4,2000.0,0.0,85.0,50000.0,1000000.0,18,100,10,100.0
SpareBank 1 SMN,Billån LO mellom 65 - 80 % finansiering,7.4,2690.0,0.0,95.0,30000.0,1000000000.0,18,100,10,80.0
Sparebank 68° Nord,Grønt billån  65%,6.65,2000.0,0.0,85.0,50000.0,1000000.0,18,100,10,65.0
Marker & Eidsberg Sparebank,Grønt Billån under 20% Egenkapital,8.25,2500.0,0.0,85.0,40000.0,1000000000.0,18,70,10,100.0
SpareBank 1 Finans Østlandet AS,LOfavør Billån inntil 80%,7.55,4599.0,0.0,95.0,50000.0,1000000.0,18,100,10,80.0
SpareBank 1 Ringerike Hadeland,LOfavør Billån inntil 100%,8.55,4599.0,0.0,95.0,50000.0,1000000.0,18,100,10,100.0
Grong Sparebank,Eika Billån 35% Egenkapital,6.85,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,65.0
Tolga-Os Sparebank,Caravanlån 80 %,7.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,80.0
SpareBank 1 Gudbrandsdal,Billån LO inntil 100 % finansiering,8.3,2690.0,0.0,95.0,30000.0,1000000000.0,18,100,10,100.0
SpareBank 1 Østfold Akershus,LOfavør Billån Ung inntil 100%,8.95,4599.0,0.0,95.0,10000.0,100000.0,18,34,5,100.0
Berg Sparebank,Grønt Billån 35% Egenkapital,6.65,2500.0,0.0,85.0,40000.0,1000000000.0,18,70,10,65.0
SpareBank 1 Finans Østlandet AS,LOfavør Billån inntil 100%,8.55,4599.0,0.0,95.0,50000.0,1000000.0,18,100,10,100.0
Nidaros Sparebank,Grønt billån 100%,8.4,2000.0,0.0,85.0,50000.0,1000000.0,18,100,10,100.0
Aurskog Sparebank,Grønt Billån 20%-35% Egenkapital,7.25,2500.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Fana Sparebank,Grønt billån  65%,6.65,2000.0,0.0,85.0,50000.0,1000000.0,18,100,10,65.0
SpareBank 1 Finans Midt-Norge AS,Billån LO inntil 65 % finansiering,6.6,2690.0,0.0,95.0,30000.0,1000000000.0,18,100,10,65.0
Haltdalen Sparebank,Eika MC/ATV lån under 20 % Egenkapital,9.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,100.0
Drangedal Sparebank,Caravanlån 100%,8.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,8,100.0
Etnedal Sparebank,Eika Caravanlån 35 % Egenkapital,6.85,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,65.0
SpareBank 1 Ringerike Hadeland,Billån inntil 80%,7.85,4599.0,0.0,95.0,50000.0,1000000.0,18,100,8,80.0
Gildeskål Sparebank,Grønt Billån 35% Egenkapital,6.65,2500.0,0.0,85.0,40000.0,1000000000.0,18,70,10,65.0
SpareBank 1 Østlandet,Billån inntil 100%,8.85,4599.0,0.0,95.0,50000.0,1000000.0,18,100,8,100.0
Strømmen Sparebank,Eika Caravanlån med 20 % - 35 % Egenkapital,7.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
"Svea Bank AB, Filial i Norge",Svealånet (store lånet),13.9,950.0,0.0,55.0,20000.0,400000.0,20,67,5,0.0
Haugesund Sparebank,Caravanlån 100%,8.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,8,100.0
SpareBank 1 Nordmøre,Billån LO mellom 65 - 80 % finansiering,7.4,2690.0,0.0,95.0,30000.0,1000000000.0,18,100,10,80.0
Melhusbanken,Grønt Billån 35% Egenkapital,6.65,2500.0,0.0,85.0,40000.0,1000000000.0,18,70,10,65.0
Grong Sparebank,Grønt Billån 20%-35% Egenkapital,7.25,2500.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Vekselbanken,Eika MC/ATV lån under 20 % Egenkapital,9.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,100.0
SpareBank 1 Ringerike Hadeland,Caravanlån inntil 65%,6.85,4599.0,0.0,95.0,50000.0,3000000.0,18,100,10,65.0
Rindal Sparebank,Eika Billån 20%-35% Egenkapital,7.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
SpareBank 1 Lom og Skjåk,Kaskofritt Billån LO,13.75,2400.0,0.0,95.0,30000.0,130000.0,18,100,5,100.0
Lea Bank AB (publ) NUF,Refinansiering,10.5,995.0,0.0,45.0,10000.0,500000.0,23,70,15,0.0
Sogn Sparebank,Grønt Billån under 20% Egenkapital,8.25,2500.0,0.0,85.0,40000.0,1000000000.0,18,70,10,100.0
SpareBank 1 Nord-Norge,LOfavør Båtlån inntill 80%,7.95,5000.0,0.0,95.0,30000.0,1000000000.0,18,100,15,80.0
SpareBank 1 Finans Østlandet AS,Caravanlån inntil 80%,7.85,4599.0,0.0,95.0,50000.0,3000000.0,18,100,10,80.0
Spareskillingsbanken,Caravanlån 65 %,6.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
Rindal Sparebank,Eika Caravanlån 35 % Egenkapital,6.85,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,65.0
Aasen Sparebank,Grønt billån 100%,8.4,2000.0,0.0,85.0,50000.0,1000000.0,18,100,10,100.0
SpareBank 1 Helgeland,LOfavør Båtlån inntil 65%,7.45,5000.0,0.0,95.0,30000.0,1000000000.0,18,100,15,65.0
SpareBank 1 Helgeland,LOfavør Båtlån inntill 80%,7.95,5000.0,0.0,95.0,30000.0,1000000000.0,18,100,15,80.0
SpareBank 1 Østlandet,Caravanlån inntil 65%,6.85,4599.0,0.0,95.0,50000.0,3000000.0,18,100,10,65.0
Romerike Sparebank,Eika Caravanlån med 20 % - 35 % Egenkapital,7.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Lea Bank AB (publ) NUF,Forbrukslån,10.5,995.0,0.0,45.0,10000.0,500000.0,23,70,5,0.0
SpareBank 1 Nord-Norge,LOfavør Båtlån inntil 65%,7.45,5000.0,0.0,95.0,30000.0,1000000000.0,18,100,15,65.0
Drangedal Sparebank,Grønt billån  65%,6.65,2000.0,0.0,85.0,50000.0,1000000.0,18,100,10,65.0
SpareBank 1 Hallingdal Valdres,Kaskofritt Billån LO,13.75,2400.0,0.0,95.0,30000.0,130000.0,18,100,5,100.0
Skue Sparebank,Grønt Billån 35% Egenkapital,6.65,2500.0,0.0,85.0,40000.0,1000000000.0,18,70,10,65.0
Gildeskål Sparebank,Grønt Billån 20%-35% Egenkapital,7.25,2500.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Sparebank 1 Finans Nord-Norge AS,LOfavør Båtlån inntill 80%,7.95,5000.0,0.0,95.0,30000.0,1000000000.0,18,100,15,80.0
SpareBank 1 Finans Østlandet AS,Caravanlån inntil 65%,6.85,4599.0,0.0,95.0,50000.0,3000000.0,18,100,10,65.0
Trøgstad Sparebank,Eika Billån under 20% Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,100.0
Stadsbygd Sparebank,Caravanlån 80 %,7.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,80.0
Sparebank 1 Finans Nord-Norge AS,LOfavør Båtlån inntil 65%,7.45,5000.0,0.0,95.0,30000.0,1000000000.0,18,100,15,65.0
Romsdal Sparebank,Eika MC/ATV lån under 20 % Egenkapital,9.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,100.0
Gildeskål Sparebank,Eika Billån 35% Egenkapital,6.85,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,65.0
SpareBank 1 Ringerike Hadeland,LOfavør Billån inntil 65%,6.55,4599.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
SpareBank 1 Helgeland,Båtlån inntil 65%,7.75,5000.0,0.0,95.0,30000.0,1000000000.0,18,100,15,65.0
Evje og Hornnes Sparebank,Eika Billån 20%-35% Egenkapital,7.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Skudenes & Aakra Sparebank,Grønt billån 100%,8.4,2000.0,0.0,85.0,50000.0,1000000.0,18,100,10,100.0
SpareBank 1 Helgeland,Båtlån inntil 80%,8.25,5000.0,0.0,95.0,30000.0,1000000000.0,18,100,15,80.0
Trøndelag Sparebank,Grønt Billån under 20% Egenkapital,8.25,2500.0,0.0,85.0,40000.0,1000000000.0,18,70,10,100.0
SpareBank 1 Gudbrandsdal,Kaskofritt Billån LO,13.75,2400.0,0.0,95.0,30000.0,130000.0,18,100,5,100.0
SpareBank 1 Nord-Norge,Båtlån inntil 65%,7.75,5000.0,0.0,95.0,30000.0,1000000000.0,18,100,15,65.0
SpareBank 1 Østlandet,LOfavør Billån inntil 65%,6.55,4599.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
SpareBank 1 Østfold Akershus,Caravanlån inntil 80%,7.85,4599.0,0.0,95.0,50000.0,3000000.0,18,100,10,80.0
Nidaros Sparebank,Grønt billån  65%,6.65,2000.0,0.0,85.0,50000.0,1000000.0,18,100,10,65.0
Skue Sparebank,Eika Caravanlån med 20 % - 35 % Egenkapital,7.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
SpareBank 1 Nord-Norge,Båtlån inntil 80%,8.25,5000.0,0.0,95.0,30000.0,1000000000.0,18,100,15,80.0
SpareBank 1 Finans Østlandet AS,LOfavør Billån inntil 65%,6.55,4599.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
DNB Bank ASA,SAGA Forbrukslån,10.9,500.0,0.0,0.0,10000.0,300000.0,23,100,5,0.0
Sparebank 1 Finans Nord-Norge AS,Båtlån inntil 65%,7.75,5000.0,0.0,95.0,30000.0,1000000000.0,18,100,15,65.0
SpareBank 1 Ringerike Hadeland,LOfavør Billån inntil 80%,7.55,4599.0,0.0,95.0,50000.0,1000000.0,18,100,10,80.0
Sparebank 68° Nord,Caravanlån 100%,8.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,8,100.0
Sparebank 1 Finans Nord-Norge AS,Båtlån inntil 80%,8.25,5000.0,0.0,95.0,30000.0,1000000000.0,18,100,15,80.0
Hegra Sparebank,Grønt Billån 35% Egenkapital,6.65,2500.0,0.0,85.0,40000.0,1000000000.0,18,70,10,65.0
SpareBank 1 Finans Midt-Norge AS,Kaskofritt Billån LO,13.75,2400.0,0.0,95.0,30000.0,130000.0,18,100,5,100.0
Høland og Setskog Sparebank,Eika Caravanlån 35 % Egenkapital,6.85,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,65.0
Askim og Spydeberg Sparebank,Grønt billån  65%,6.65,2000.0,0.0,85.0,50000.0,1000000.0,18,100,10,65.0
